Year,Month,Anomaly,Unc.,Anomaly,Unc.
2005,9,0.764,0.036,0.729,0.027
2005,10,0.824,0.045,0.718,0.026
2005,11,0.732,0.041,0.706,0.026
2005,12,0.788,0.037,0.704,0.026
2006,1,0.666,0.035,0.694,0.026
2006,2,0.841,0.042,0.702,0.026
2006,3,0.697,0.039,0.693,0.026
2006,4,0.61,0.041,0.684,0.026
2006,5,0.557,0.041,0.683,0.025
2006,6,0.681,0.034,0.689,0.025
2006,7,0.499,0.048,0.718,0.025
2006,8,0.766,0.041,0.714,0.025
2006,9,0.649,0.051,0.714,0.025
2006,10,0.715,0.04,0.736,0.025
2006,11,0.724,0.037,0.751,0.025
2006,12,0.861,0.033,0.746,0.025
2007,1,1.017,0.038,0.76,0.026
2007,2,0.791,0.042,0.752,0.026
2007,3,0.695,0.034,0.75,0.026
2007,4,0.881,0.037,0.745,0.026
2007,5,0.727,0.041,0.735,0.026
2007,6,0.632,0.036,0.708,0.026
2007,7,0.66,0.04,0.65,0.026
2007,8,0.665,0.037,0.616,0.026
2007,9,0.63,0.046,0.615,0.026
2007,10,0.651,0.057,0.592,0.026
2007,11,0.608,0.047,0.578,0.027
2007,12,0.537,0.047,0.569,0.028
2008,1,0.328,0.054,0.563,0.028
2008,2,0.378,0.032,0.549,0.029
2008,3,0.686,0.039,0.555,0.029
2008,4,0.597,0.034,0.56,0.029
2008,5,0.566,0.038,0.566,0.03
2008,6,0.522,0.043,0.572,0.03
2008,7,0.586,0.042,0.605,0.031
2008,8,0.505,0.039,0.624,0.031
2008,9,0.691,0.047,0.61,0.032
2008,10,0.718,0.06,0.615,0.033
2008,11,0.675,0.052,0.624,0.034
2008,12,0.608,0.035,0.639,0.034
2009,1,0.733,0.036,0.657,0.034
2009,2,0.603,0.043,0.678,0.035
2009,3,0.519,0.046,0.684,0.035
2009,4,0.655,0.04,0.684,0.034
2009,5,0.676,0.049,0.695,0.035
2009,6,0.7,0.047,0.711,0.036
2009,7,0.795,0.041,0.72,0.036
2009,8,0.762,0.042,0.747,0.036
2009,9,0.757,0.046,0.782,0.035
2009,10,0.727,0.05,0.809,0.035
2009,11,0.8,0.061,0.821,0.034
2009,12,0.799,0.048,0.821,0.033
2010,1,0.85,0.049,0.807,0.034
2010,2,0.929,0.035,0.803,0.034
2010,3,0.932,0.043,0.798,0.032
2010,4,0.981,0.034,0.801,0.032
2010,5,0.823,0.042,0.8,0.032
2010,6,0.701,0.042,0.782,0.031
2010,7,0.629,0.046,0.764,0.031
2010,8,0.713,0.045,0.736,0.031
2010,9,0.696,0.048,0.717,0.03
2010,10,0.756,0.043,0.695,0.03
2010,11,0.789,0.054,0.675,0.028
2010,12,0.586,0.047,0.674,0.028
2011,1,0.636,0.043,0.688,0.026
2011,2,0.591,0.043,0.698,0.027
2011,3,0.7,0.037,0.692,0.028
2011,4,0.717,0.03,0.686,0.028
2011,5,0.588,0.048,0.668,0.028
2011,6,0.683,0.035,0.674,0.029
2011,7,0.801,0.042,0.662,0.029
2011,8,0.838,0.058,0.658,0.028
2011,9,0.616,0.064,0.644,0.028
2011,10,0.685,0.051,0.649,0.028
2011,11,0.577,0.053,0.668,0.029
2011,12,0.652,0.055,0.671,0.028
2012,1,0.499,0.039,0.654,0.027
2012,2,0.541,0.039,0.648,0.026
2012,3,0.528,0.036,0.663,0.026
2012,4,0.781,0.044,0.678,0.026
2012,5,0.82,0.047,0.698,0.027
2012,6,0.711,0.043,0.695,0.026
2012,7,0.602,0.037,0.717,0.027
2012,8,0.763,0.04,0.723,0.027
2012,9,0.794,0.047,0.737,0.028
2012,10,0.865,0.06,0.724,0.027
2012,11,0.82,0.053,0.712,0.028
2012,12,0.622,0.059,0.71,0.028
2013,1,0.757,0.04,0.711,0.029
2013,2,0.618,0.06,0.709,0.029
2013,3,0.687,0.054,0.71,0.029
2013,4,0.628,0.039,0.697,0.028
2013,5,0.676,0.044,0.699,0.028
2013,6,0.69,0.042,0.709,0.028
2013,7,0.606,0.047,0.713,0.028
2013,8,0.748,0.045,0.711,0.028
2013,9,0.805,0.054,0.718,0.029
2013,10,0.711,0.052,0.737,0.029
2013,11,0.837,0.042,0.756,0.029
2013,12,0.744,0.058,0.756,0.029
2014,1,0.808,0.042,0.755,0.029
2014,2,0.594,0.04,0.77,0.029
2014,3,0.771,0.058,0.782,0.029
2014,4,0.858,0.039,0.795,0.029
2014,5,0.898,0.045,0.778,0.029
2014,6,0.689,0.053,0.786,0.028
2014,7,0.603,0.047,0.792,0.027
2014,8,0.92,0.043,0.819,0.027
2014,9,0.951,0.039,0.831,0.027
2014,10,0.863,0.041,0.831,0.027
2014,11,0.639,0.047,0.828,0.027
2014,12,0.839,0.057,0.84,0.027
2015,1,0.885,0.053,0.854,0.027
2015,2,0.913,0.042,0.852,0.028
2015,3,0.911,0.038,0.849,0.027
2015,4,0.864,0.043,0.87,0.027
2015,5,0.859,0.048,0.903,0.027
2015,6,0.836,0.035,0.934,0.026
2015,7,0.763,0.039,0.967,0.027
2015,8,0.899,0.043,1.003,0.028
2015,9,0.915,0.048,1.038,0.028
2015,10,1.116,0.042,1.063,0.028
2015,11,1.04,0.045,1.079,0.028
2015,12,1.211,0.039,1.08,0.028
2016,1,1.281,0.038,1.089,0.027
2016,2,1.346,0.038,1.103,0.028
2016,3,1.323,0.041,1.106,0.027
2016,4,1.173,0.048,1.094,0.027
2016,5,1.047,0.046,1.088,0.027
2016,6,0.849,0.043,1.07,0.026
2016,7,0.868,0.043,1.056,0.026
2016,8,1.067,0.042,1.042,0.026
2016,9,0.947,0.038,1.031,0.025
2016,10,0.974,0.043,1.02,0.026
2016,11,0.975,0.06,1.015,0.026
2016,12,0.988,0.049,1.006,0.025
2017,1,1.112,0.043,1.003,0.026
2017,2,1.18,0.037,0.992,0.026
2017,3,1.198,0.033,0.98,0.025
2017,4,1.037,0.039,0.977,0.025
2017,5,0.982,0.05,0.967,0.026
2017,6,0.741,0.052,0.968,0.026
2017,7,0.838,0.038,0.95,0.026
2017,8,0.928,0.037,0.93,0.027
2017,9,0.811,0.057,0.906,0.027
2017,10,0.931,0.058,0.901,0.028
2017,11,0.861,0.046,0.89,0.03
2017,12,0.998,0.036,0.895,0.031
2018,1,0.901,0.04,0.894,0.03
2018,2,0.929,0.044,0.888,0.031
2018,3,0.918,0.044,0.889,0.031
2018,4,0.973,0.037,0.897,0.032
2018,5,0.849,0.079,0.894,0.032
2018,6,0.807,0.071,0.894,0.031
2018,7,0.828,0.032,0.901,0.032
2018,8,0.847,0.062,0.906,0.031
2018,9,0.826,0.062,0.931,0.03
2018,10,1.028,0.066,0.942,0.03
2018,11,0.819,0.034,0.948,0.028
2018,12,1,0.036,0.956,0.026
2019,1,0.984,0.044,0.968,0.027
2019,2,0.997,0.042,0.984,0.026
2019,3,1.214,0.033,0.995,0.026
2019,4,1.106,0.036,1.004,0.026
2019,5,0.925,0.039,1.021,0.027
2019,6,0.902,0.039,1.036,0.029
2019,7,0.974,0.041,1.056,0.03
2019,8,1.033,0.038,1.076,0.031
2019,9,0.964,0.05,1.072,0.03
2019,10,1.13,0.053,1.081,0.03
2019,11,1.022,0.052,1.09,0.03
2019,12,1.179,0.049,1.091,0.03
2020,1,1.225,0.048,1.089,0.031
2020,2,1.236,0.043,1.085,0.031
2020,3,1.17,0.034,1.09,0.031
2020,4,1.213,0.047,1.074,0.031
2020,5,1.033,0.048,1.08,0.032
2020,6,0.915,0.05,1.056,0.033
2020,7,0.951,0.052,1.03,0.034
2020,8,0.984,0.036,0.986,0.035
2020,9,1.023,0.045,0.959,0.036
2020,10,0.942,0.057,0.93,0.035
2020,11,1.093,0.074,0.915,0.034
2020,12,0.881,0.049,0.909,0.032
2021,1,0.918,0.045,0.907,0.031
2021,2,0.705,0.042,0.902,0.03
2021,3,0.854,0.031,0.901,0.03
2021,4,0.861,0.031,0.912,0.029
2021,5,0.854,0.044,0.899,0.028
2021,6,0.844,0.039,0.901,0.028
2021,7,0.928,0.041,0.905,0.029
2021,8,0.925,0.041,0.921,0.029
2021,9,1.008,0.047,0.939,0.028
2021,10,1.069,0.047,0.943,0.029
2021,11,0.944,0.05,0.946,0.028
2021,12,0.904,0.05,0.956,0.029
2022,1,0.964,0.044,0.957,0.029
2022,2,0.898,0.042,0.963,0.029
2022,3,1.064,0.045,0.956,0.028
2022,4,0.917,0.052,0.954,0.029
2022,5,0.882,0.043,0.936,0.029
2022,6,0.966,0.038,0.939,0.028
2022,7,0.939,0.046,0.938,0.027
2022,8,1.001,0.037,0.946,0.027
2022,9,0.928,0.052,0.963,0.028
2022,10,1.039,0.049,0.976,0.028
2022,11,0.73,0.054,0.986,0.028
2022,12,0.943,0.042,1,0.028
2023,1,0.954,0.045,1.028,0.028
2023,2,0.993,0.039,1.057,0.029
2023,3,1.259,0.042,1.109,0.029
2023,4,1.074,0.04,1.139,0.03
2023,5,1.002,0.039,1.196,0.031
2023,6,1.144,0.044,1.238,0.031
2023,7,1.274,0.046,1.27,0.031
2023,8,1.34,0.048,1.306,0.031
2023,9,1.559,0.043,1.314,0.031
2023,10,1.4,0.06,1.336,0.03
2023,11,1.412,0.062,1.353,0.03
2023,12,1.448,0.052,NaN,NaN
2024,1,1.334,0.053,NaN,NaN
2024,2,1.427,0.04,NaN,NaN
2024,3,1.354,0.055,NaN,NaN
2024,4,1.337,0.066,NaN,NaN
2024,5,1.208,0.037,NaN,NaN
