Year,Month,Anomaly,Unc.,Anomaly,Unc.
1900,4,-0.125,0.142,-0.121,0.088
1900,5,-0.071,0.144,-0.141,0.089
1900,6,-0.149,0.162,-0.129,0.088
1900,7,-0.177,0.163,-0.117,0.086
1900,8,-0.176,0.166,-0.124,0.085
1900,9,-0.143,0.144,-0.129,0.085
1900,10,0.042,0.124,-0.122,0.085
1900,11,-0.212,0.125,-0.13,0.085
1900,12,-0.13,0.123,-0.136,0.084
1901,1,-0.283,0.123,-0.142,0.084
1901,2,-0.095,0.122,-0.144,0.085
1901,3,-0.031,0.117,-0.155,0.085
1901,4,-0.041,0.131,-0.182,0.085
1901,5,-0.163,0.144,-0.19,0.086
1901,6,-0.222,0.144,-0.201,0.087
1901,7,-0.257,0.164,-0.201,0.085
1901,8,-0.19,0.168,-0.198,0.085
1901,9,-0.28,0.149,-0.229,0.086
1901,10,-0.286,0.127,-0.253,0.086
1901,11,-0.303,0.131,-0.272,0.086
1901,12,-0.257,0.128,-0.282,0.085
1902,1,-0.285,0.119,-0.286,0.084
1902,2,-0.067,0.119,-0.299,0.083
1902,3,-0.396,0.114,-0.307,0.083
1902,4,-0.332,0.135,-0.317,0.083
1902,5,-0.383,0.145,-0.338,0.083
1902,6,-0.348,0.13,-0.359,0.084
1902,7,-0.309,0.158,-0.357,0.083
1902,8,-0.346,0.165,-0.364,0.083
1902,9,-0.368,0.144,-0.356,0.084
1902,10,-0.415,0.131,-0.37,0.085
1902,11,-0.553,0.124,-0.376,0.085
1902,12,-0.507,0.129,-0.392,0.085
1903,1,-0.256,0.122,-0.405,0.085
1903,2,-0.157,0.12,-0.422,0.085
1903,3,-0.303,0.122,-0.442,0.086
1903,4,-0.494,0.142,-0.454,0.086
1903,5,-0.459,0.149,-0.454,0.087
1903,6,-0.543,0.125,-0.456,0.087
1903,7,-0.455,0.158,-0.49,0.086
1903,8,-0.556,0.163,-0.532,0.089
1903,9,-0.611,0.148,-0.548,0.088
1903,10,-0.554,0.121,-0.553,0.086
1903,11,-0.555,0.116,-0.56,0.085
1903,12,-0.526,0.125,-0.557,0.085
1904,1,-0.665,0.115,-0.563,0.084
1904,2,-0.657,0.119,-0.559,0.084
1904,3,-0.506,0.107,-0.558,0.085
1904,4,-0.547,0.127,-0.552,0.085
1904,5,-0.543,0.141,-0.529,0.085
1904,6,-0.504,0.135,-0.513,0.084
1904,7,-0.531,0.158,-0.486,0.084
1904,8,-0.506,0.166,-0.483,0.084
1904,9,-0.604,0.141,-0.468,0.084
1904,10,-0.485,0.119,-0.453,0.084
1904,11,-0.276,0.118,-0.432,0.084
1904,12,-0.337,0.119,-0.417,0.085
1905,1,-0.337,0.125,-0.403,0.085
1905,2,-0.618,0.115,-0.384,0.086
1905,3,-0.323,0.122,-0.362,0.086
1905,4,-0.377,0.13,-0.347,0.087
1905,5,-0.289,0.138,-0.338,0.086
1905,6,-0.323,0.131,-0.332,0.087
1905,7,-0.358,0.161,-0.332,0.088
1905,8,-0.276,0.167,-0.307,0.088
1905,9,-0.339,0.143,-0.291,0.088
1905,10,-0.304,0.127,-0.262,0.087
1905,11,-0.174,0.118,-0.262,0.088
1905,12,-0.266,0.122,-0.255,0.088
1906,1,-0.336,0.126,-0.253,0.089
1906,2,-0.32,0.114,-0.252,0.09
1906,3,-0.129,0.112,-0.252,0.09
1906,4,-0.033,0.127,-0.241,0.09
1906,5,-0.284,0.142,-0.259,0.09
1906,6,-0.247,0.139,-0.251,0.09
1906,7,-0.325,0.17,-0.257,0.089
1906,8,-0.273,0.168,-0.278,0.088
1906,9,-0.331,0.144,-0.291,0.087
1906,10,-0.171,0.129,-0.318,0.088
1906,11,-0.395,0.124,-0.337,0.088
1906,12,-0.169,0.12,-0.356,0.087
1907,1,-0.413,0.117,-0.363,0.086
1907,2,-0.562,0.117,-0.376,0.085
1907,3,-0.294,0.106,-0.382,0.085
1907,4,-0.353,0.141,-0.387,0.085
1907,5,-0.512,0.136,-0.4,0.084
1907,6,-0.476,0.127,-0.425,0.085
1907,7,-0.41,0.159,-0.428,0.084
1907,8,-0.427,0.168,-0.404,0.083
1907,9,-0.409,0.142,-0.43,0.082
1907,10,-0.23,0.126,-0.441,0.08
1907,11,-0.547,0.12,-0.423,0.08
1907,12,-0.466,0.116,-0.41,0.08
1908,1,-0.447,0.106,-0.406,0.079
1908,2,-0.273,0.104,-0.41,0.079
1908,3,-0.607,0.1,-0.407,0.078
1908,4,-0.491,0.125,-0.427,0.077
1908,5,-0.295,0.141,-0.437,0.076
1908,6,-0.322,0.13,-0.445,0.074
1908,7,-0.355,0.16,-0.472,0.074
1908,8,-0.484,0.164,-0.491,0.074
1908,9,-0.366,0.132,-0.489,0.074
1908,10,-0.474,0.119,-0.494,0.073
1908,11,-0.664,0.107,-0.512,0.072
1908,12,-0.566,0.11,-0.525,0.072
1909,1,-0.77,0.105,-0.538,0.071
1909,2,-0.493,0.101,-0.526,0.07
1909,3,-0.583,0.105,-0.535,0.07
1909,4,-0.557,0.128,-0.533,0.07
1909,5,-0.508,0.134,-0.512,0.069
1909,6,-0.481,0.12,-0.505,0.07
1909,7,-0.51,0.158,-0.473,0.07
1909,8,-0.344,0.16,-0.471,0.069
1909,9,-0.476,0.13,-0.468,0.068
1909,10,-0.445,0.11,-0.458,0.068
1909,11,-0.409,0.11,-0.445,0.067
1909,12,-0.487,0.103,-0.439,0.067
1910,1,-0.385,0.104,-0.431,0.067
1910,2,-0.471,0.097,-0.436,0.067
1910,3,-0.543,0.099,-0.432,0.067
1910,4,-0.442,0.113,-0.427,0.067
1910,5,-0.35,0.134,-0.444,0.067
1910,6,-0.408,0.115,-0.465,0.067
1910,7,-0.412,0.155,-0.49,0.067
1910,8,-0.398,0.16,-0.505,0.066
1910,9,-0.43,0.13,-0.512,0.067
1910,10,-0.387,0.106,-0.517,0.067
1910,11,-0.619,0.109,-0.531,0.067
1910,12,-0.733,0.113,-0.537,0.067
1911,1,-0.686,0.098,-0.542,0.067
1911,2,-0.648,0.098,-0.547,0.067
1911,3,-0.628,0.101,-0.551,0.068
1911,4,-0.5,0.115,-0.539,0.068
1911,5,-0.518,0.139,-0.513,0.068
1911,6,-0.486,0.119,-0.474,0.068
1911,7,-0.471,0.153,-0.435,0.068
1911,8,-0.453,0.156,-0.397,0.068
1911,9,-0.482,0.133,-0.381,0.068
1911,10,-0.247,0.107,-0.353,0.068
1911,11,-0.307,0.101,-0.33,0.067
1911,12,-0.268,0.102,-0.307,0.067
1912,1,-0.211,0.105,-0.309,0.067
1912,2,-0.195,0.102,-0.319,0.067
1912,3,-0.437,0.092,-0.334,0.068
1912,4,-0.162,0.115,-0.366,0.068
1912,5,-0.245,0.126,-0.381,0.068
1912,6,-0.209,0.117,-0.401,0.068
1912,7,-0.491,0.157,-0.428,0.069
1912,8,-0.571,0.161,-0.452,0.069
1912,9,-0.664,0.136,-0.453,0.069
1912,10,-0.633,0.114,-0.468,0.07
1912,11,-0.485,0.1,-0.482,0.071
1912,12,-0.503,0.1,-0.504,0.071
1913,1,-0.536,0.101,-0.497,0.072
1913,2,-0.489,0.097,-0.479,0.072
1913,3,-0.447,0.091,-0.458,0.072
1913,4,-0.346,0.118,-0.434,0.071
1913,5,-0.41,0.135,-0.418,0.071
1913,6,-0.469,0.121,-0.376,0.07
1913,7,-0.418,0.159,-0.33,0.07
1913,8,-0.349,0.165,-0.309,0.07
1913,9,-0.417,0.131,-0.3,0.07
1913,10,-0.344,0.108,-0.297,0.069
1913,11,-0.293,0.106,-0.28,0.069
1913,12,0.008,0.1,-0.26,0.069
1914,1,0.007,0.099,-0.248,0.069
1914,2,-0.234,0.096,-0.236,0.069
1914,3,-0.334,0.094,-0.223,0.07
1914,4,-0.312,0.115,-0.195,0.071
1914,5,-0.209,0.138,-0.186,0.071
1914,6,-0.22,0.122,-0.189,0.071
1914,7,-0.284,0.158,-0.209,0.071
1914,8,-0.198,0.162,-0.2,0.072
1914,9,-0.261,0.137,-0.174,0.073
1914,10,-0.015,0.114,-0.141,0.073
1914,11,-0.178,0.108,-0.122,0.073
1914,12,-0.031,0.106,-0.119,0.073
1915,1,-0.236,0.108,-0.111,0.074
1915,2,-0.126,0.101,-0.104,0.074
1915,3,-0.023,0.106,-0.099,0.074
1915,4,0.084,0.121,-0.122,0.074
1915,5,0.025,0.131,-0.117,0.075
1915,6,-0.183,0.125,-0.136,0.075
1915,7,-0.194,0.162,-0.13,0.076
1915,8,-0.11,0.166,-0.134,0.076
1915,9,-0.207,0.134,-0.155,0.076
1915,10,-0.281,0.11,-0.189,0.076
1915,11,-0.121,0.107,-0.218,0.076
1915,12,-0.261,0.109,-0.233,0.076
1916,1,-0.166,0.12,-0.245,0.077
1916,2,-0.168,0.109,-0.265,0.077
1916,3,-0.282,0.103,-0.281,0.077
1916,4,-0.324,0.116,-0.289,0.077
1916,5,-0.315,0.138,-0.322,0.078
1916,6,-0.365,0.122,-0.367,0.078
1916,7,-0.335,0.16,-0.408,0.078
1916,8,-0.352,0.166,-0.45,0.079
1916,9,-0.397,0.139,-0.484,0.079
1916,10,-0.38,0.117,-0.5,0.08
1916,11,-0.516,0.122,-0.52,0.081
1916,12,-0.799,0.111,-0.529,0.081
1917,1,-0.667,0.12,-0.525,0.081
1917,2,-0.664,0.116,-0.521,0.081
1917,3,-0.687,0.11,-0.518,0.082
1917,4,-0.52,0.133,-0.528,0.083
1917,5,-0.557,0.137,-0.524,0.083
1917,6,-0.477,0.125,-0.519,0.083
1917,7,-0.277,0.164,-0.507,0.083
1917,8,-0.307,0.17,-0.494,0.082
1917,9,-0.361,0.141,-0.473,0.082
1917,10,-0.497,0.12,-0.472,0.081
1917,11,-0.475,0.113,-0.465,0.082
1917,12,-0.734,0.108,-0.456,0.081
1918,1,-0.524,0.118,-0.462,0.082
1918,2,-0.515,0.106,-0.469,0.082
1918,3,-0.428,0.11,-0.456,0.082
1918,4,-0.514,0.129,-0.417,0.083
1918,5,-0.468,0.142,-0.394,0.084
1918,6,-0.366,0.133,-0.357,0.085
1918,7,-0.354,0.163,-0.33,0.085
1918,8,-0.392,0.17,-0.306,0.086
1918,9,-0.209,0.142,-0.294,0.087
1918,10,-0.029,0.12,-0.259,0.088
1918,11,-0.198,0.117,-0.239,0.088
1918,12,-0.286,0.118,-0.236,0.089
1919,1,-0.203,0.124,-0.232,0.089
1919,2,-0.226,0.124,-0.223,0.09
1919,3,-0.277,0.123,-0.235,0.09
1919,4,-0.105,0.133,-0.256,0.089
1919,5,-0.226,0.139,-0.285,0.089
1919,6,-0.321,0.136,-0.295,0.089
1919,7,-0.316,0.163,-0.293,0.087
1919,8,-0.28,0.173,-0.301,0.085
1919,9,-0.351,0.141,-0.287,0.084
1919,10,-0.278,0.119,-0.292,0.083
1919,11,-0.555,0.117,-0.293,0.084
1919,12,-0.406,0.113,-0.287,0.084
1920,1,-0.171,0.112,-0.282,0.084
1920,2,-0.329,0.105,-0.278,0.084
1920,3,-0.101,0.106,-0.266,0.083
1920,4,-0.176,0.129,-0.254,0.083
1920,5,-0.233,0.141,-0.231,0.082
1920,6,-0.246,0.124,-0.237,0.082
1920,7,-0.253,0.163,-0.233,0.082
1920,8,-0.235,0.168,-0.222,0.083
1920,9,-0.206,0.138,-0.239,0.084
1920,10,-0.137,0.116,-0.247,0.083
1920,11,-0.276,0.11,-0.253,0.082
1920,12,-0.483,0.111,-0.245,0.082
1921,1,-0.124,0.11,-0.235,0.082
1921,2,-0.198,0.114,-0.239,0.082
1921,3,-0.298,0.11,-0.235,0.082
1921,4,-0.275,0.127,-0.226,0.083
1921,5,-0.305,0.136,-0.213,0.083
1921,6,-0.144,0.135,-0.183,0.083
1921,7,-0.141,0.164,-0.195,0.082
1921,8,-0.275,0.166,-0.212,0.082
1921,9,-0.16,0.137,-0.198,0.081
1921,10,-0.034,0.121,-0.185,0.081
1921,11,-0.125,0.11,-0.19,0.081
1921,12,-0.116,0.112,-0.199,0.08
1922,1,-0.27,0.111,-0.206,0.079
1922,2,-0.397,0.107,-0.213,0.079
1922,3,-0.137,0.105,-0.23,0.079
1922,4,-0.117,0.122,-0.256,0.079
1922,5,-0.361,0.135,-0.265,0.079
1922,6,-0.258,0.121,-0.269,0.079
1922,7,-0.215,0.157,-0.271,0.078
1922,8,-0.36,0.166,-0.271,0.079
1922,9,-0.37,0.135,-0.291,0.079
1922,10,-0.341,0.122,-0.305,0.079
1922,11,-0.24,0.112,-0.298,0.079
1922,12,-0.161,0.109,-0.295,0.079
1923,1,-0.298,0.104,-0.307,0.079
1923,2,-0.396,0.106,-0.303,0.079
1923,3,-0.379,0.105,-0.301,0.08
1923,4,-0.282,0.129,-0.274,0.079
1923,5,-0.28,0.138,-0.251,0.079
1923,6,-0.212,0.121,-0.236,0.08
1923,7,-0.365,0.16,-0.232,0.08
1923,8,-0.316,0.162,-0.219,0.08
1923,9,-0.34,0.136,-0.192,0.081
1923,10,-0.024,0.112,-0.19,0.081
1923,11,0.041,0.108,-0.179,0.082
1923,12,0.019,0.109,-0.18,0.082
1924,1,-0.255,0.123,-0.17,0.081
1924,2,-0.237,0.109,-0.169,0.081
1924,3,-0.055,0.11,-0.168,0.081
1924,4,-0.26,0.122,-0.192,0.082
1924,5,-0.147,0.138,-0.213,0.082
1924,6,-0.224,0.124,-0.244,0.082
1924,7,-0.248,0.159,-0.257,0.082
1924,8,-0.304,0.163,-0.276,0.081
1924,9,-0.326,0.14,-0.293,0.081
1924,10,-0.313,0.115,-0.291,0.081
1924,11,-0.21,0.112,-0.292,0.081
1924,12,-0.349,0.113,-0.295,0.081
1925,1,-0.418,0.107,-0.297,0.082
1925,2,-0.456,0.104,-0.284,0.081
1925,3,-0.266,0.106,-0.274,0.081
1925,4,-0.239,0.122,-0.259,0.081
1925,5,-0.159,0.137,-0.243,0.081
1925,6,-0.256,0.125,-0.199,0.081
1925,7,-0.274,0.16,-0.145,0.081
1925,8,-0.149,0.163,-0.108,0.08
1925,9,-0.203,0.138,-0.075,0.08
1925,10,-0.132,0.118,-0.062,0.081
1925,11,-0.013,0.11,-0.064,0.081
1925,12,0.17,0.107,-0.058,0.081
1926,1,0.231,0.102,-0.054,0.081
1926,2,-0.008,0.103,-0.05,0.082
1926,3,0.127,0.103,-0.041,0.081
1926,4,-0.077,0.125,-0.027,0.081
1926,5,-0.186,0.136,-0.029,0.081
1926,6,-0.186,0.127,-0.061,0.081
1926,7,-0.219,0.162,-0.099,0.082
1926,8,-0.103,0.166,-0.112,0.082
1926,9,-0.097,0.135,-0.154,0.082
1926,10,0.037,0.113,-0.166,0.081
1926,11,-0.037,0.112,-0.165,0.081
1926,12,-0.211,0.11,-0.17,0.081
1927,1,-0.233,0.112,-0.167,0.08
1927,2,-0.16,0.105,-0.172,0.08
1927,3,-0.372,0.102,-0.172,0.08
1927,4,-0.231,0.123,-0.169,0.081
1927,5,-0.163,0.136,-0.17,0.08
1927,6,-0.247,0.123,-0.173,0.081
1927,7,-0.19,0.157,-0.143,0.081
1927,8,-0.16,0.164,-0.13,0.081
1927,9,-0.103,0.136,-0.117,0.082
1927,10,0.084,0.116,-0.113,0.081
1927,11,-0.049,0.106,-0.123,0.082
1927,12,-0.247,0.11,-0.132,0.082
1928,1,0.123,0.109,-0.132,0.082
1928,2,-0.009,0.108,-0.137,0.081
1928,3,-0.217,0.111,-0.149,0.081
1928,4,-0.184,0.122,-0.167,0.081
1928,5,-0.28,0.137,-0.173,0.082
1928,6,-0.358,0.122,-0.164,0.082
1928,7,-0.185,0.158,-0.207,0.081
1928,8,-0.217,0.163,-0.249,0.081
1928,9,-0.25,0.134,-0.264,0.081
1928,10,-0.128,0.114,-0.279,0.081
1928,11,-0.12,0.11,-0.29,0.081
1928,12,-0.138,0.109,-0.295,0.08
1929,1,-0.396,0.104,-0.314,0.08
1929,2,-0.516,0.105,-0.319,0.081
1929,3,-0.395,0.102,-0.319,0.081
1929,4,-0.366,0.121,-0.318,0.081
1929,5,-0.415,0.138,-0.319,0.081
1929,6,-0.413,0.125,-0.347,0.081
1929,7,-0.417,0.158,-0.332,0.082
1929,8,-0.277,0.164,-0.311,0.082
1929,9,-0.253,0.144,-0.286,0.082
1929,10,-0.112,0.118,-0.271,0.082
1929,11,-0.13,0.116,-0.253,0.081
1929,12,-0.48,0.105,-0.235,0.081
1930,1,-0.21,0.111,-0.212,0.081
1930,2,-0.263,0.112,-0.197,0.082
1930,3,-0.103,0.108,-0.186,0.082
1930,4,-0.185,0.121,-0.181,0.082
1930,5,-0.199,0.134,-0.158,0.082
1930,6,-0.194,0.124,-0.119,0.083
1930,7,-0.132,0.16,-0.108,0.083
1930,8,-0.105,0.168,-0.103,0.083
1930,9,-0.118,0.139,-0.101,0.084
1930,10,-0.048,0.119,-0.098,0.085
1930,11,0.136,0.119,-0.096,0.085
1930,12,-0.004,0.11,-0.083,0.085
1931,1,-0.078,0.109,-0.073,0.085
1931,2,-0.21,0.102,-0.064,0.084
1931,3,-0.07,0.1,-0.057,0.084
1931,4,-0.151,0.124,-0.046,0.083
1931,5,-0.177,0.137,-0.059,0.083
1931,6,-0.045,0.123,-0.058,0.083
1931,7,-0.001,0.158,-0.041,0.082
1931,8,0.002,0.163,-0.037,0.082
1931,9,-0.043,0.138,-0.039,0.082
1931,10,0.094,0.119,-0.022,0.082
1931,11,-0.028,0.116,-0.011,0.082
1931,12,0.011,0.107,-0.024,0.081
1932,1,0.122,0.1,-0.038,0.08
1932,2,-0.16,0.104,-0.054,0.08
1932,3,-0.093,0.103,-0.05,0.08
1932,4,0.059,0.119,-0.06,0.079
1932,5,-0.049,0.131,-0.082,0.078
1932,6,-0.205,0.119,-0.096,0.077
1932,7,-0.16,0.159,-0.126,0.077
1932,8,-0.191,0.162,-0.134,0.077
1932,9,0.005,0.133,-0.152,0.076
1932,10,-0.025,0.11,-0.179,0.076
1932,11,-0.293,0.105,-0.199,0.077
1932,12,-0.164,0.103,-0.213,0.077
1933,1,-0.234,0.103,-0.222,0.077
1933,2,-0.262,0.102,-0.223,0.078
1933,3,-0.307,0.1,-0.251,0.078
1933,4,-0.26,0.12,-0.268,0.078
1933,5,-0.288,0.134,-0.273,0.078
1933,6,-0.372,0.125,-0.293,0.079
1933,7,-0.273,0.158,-0.293,0.078
1933,8,-0.197,0.167,-0.278,0.078
1933,9,-0.341,0.137,-0.283,0.078
1933,10,-0.219,0.114,-0.288,0.078
1933,11,-0.359,0.104,-0.275,0.078
1933,12,-0.402,0.104,-0.257,0.078
1934,1,-0.239,0.097,-0.246,0.078
1934,2,-0.074,0.099,-0.24,0.078
1934,3,-0.37,0.103,-0.226,0.077
1934,4,-0.323,0.121,-0.21,0.078
1934,5,-0.134,0.132,-0.175,0.078
1934,6,-0.153,0.12,-0.144,0.077
1934,7,-0.137,0.16,-0.153,0.078
1934,8,-0.13,0.164,-0.14,0.078
1934,9,-0.175,0.133,-0.122,0.078
1934,10,-0.029,0.114,-0.12,0.078
1934,11,0.064,0.105,-0.136,0.078
1934,12,-0.025,0.103,-0.141,0.078
1935,1,-0.351,0.099,-0.146,0.078
1935,2,0.083,0.096,-0.152,0.078
1935,3,-0.157,0.108,-0.157,0.078
1935,4,-0.301,0.119,-0.156,0.078
1935,5,-0.322,0.134,-0.193,0.078
1935,6,-0.213,0.124,-0.206,0.079
1935,7,-0.194,0.159,-0.199,0.078
1935,8,-0.209,0.161,-0.232,0.078
1935,9,-0.225,0.134,-0.245,0.078
1935,10,-0.026,0.111,-0.234,0.078
1935,11,-0.378,0.109,-0.221,0.078
1935,12,-0.175,0.109,-0.215,0.078
1936,1,-0.273,0.092,-0.205,0.078
1936,2,-0.313,0.098,-0.196,0.078
1936,3,-0.308,0.107,-0.188,0.077
1936,4,-0.174,0.118,-0.181,0.077
1936,5,-0.159,0.135,-0.155,0.076
1936,6,-0.149,0.119,-0.137,0.076
1936,7,-0.068,0.158,-0.118,0.076
1936,8,-0.108,0.161,-0.085,0.076
1936,9,-0.121,0.132,-0.072,0.076
1936,10,0.053,0.111,-0.064,0.075
1936,11,-0.06,0.104,-0.054,0.075
1936,12,0.04,0.101,-0.039,0.076
1937,1,-0.051,0.097,-0.032,0.076
1937,2,0.083,0.099,-0.018,0.076
1937,3,-0.145,0.102,0.002,0.077
1937,4,-0.086,0.115,0.011,0.077
1937,5,-0.031,0.133,0.024,0.078
1937,6,0.022,0.125,0.02,0.078
1937,7,0.026,0.159,0.032,0.079
1937,8,0.051,0.163,0.031,0.078
1937,9,0.129,0.135,0.05,0.077
1937,10,0.16,0.113,0.062,0.078
1937,11,0.09,0.11,0.057,0.078
1937,12,-0.013,0.106,0.045,0.078
1938,1,0.093,0.098,0.038,0.077
1938,2,0.079,0.097,0.032,0.077
1938,3,0.08,0.096,0.026,0.077
1938,4,0.061,0.122,0.031,0.077
1938,5,-0.09,0.134,0.03,0.076
1938,6,-0.125,0.122,0.022,0.076
1938,7,-0.064,0.156,0.012,0.076
1938,8,-0.015,0.161,-0.001,0.077
1938,9,0.05,0.134,-0.025,0.077
1938,10,0.225,0.111,-0.031,0.077
1938,11,0.076,0.104,-0.017,0.076
1938,12,-0.102,0.102,-0.004,0.076
1939,1,-0.029,0.099,-0.002,0.076
1939,2,-0.083,0.095,-0.003,0.076
1939,3,-0.207,0.099,-0.01,0.077
1939,4,-0.007,0.117,-0.035,0.078
1939,5,0.083,0.131,-0.045,0.08
1939,6,0.025,0.118,-0.001,0.081
1939,7,-0.038,0.155,0.008,0.082
1939,8,-0.03,0.168,0.025,0.083
1939,9,-0.035,0.143,0.048,0.084
1939,10,-0.066,0.128,0.06,0.086
1939,11,-0.053,0.124,0.057,0.087
1939,12,0.432,0.12,0.057,0.089
1940,1,0.074,0.107,0.071,0.09
1940,2,0.119,0.113,0.08,0.092
1940,3,0.077,0.112,0.089,0.092
1940,4,0.132,0.129,0.1,0.092
1940,5,0.048,0.142,0.1,0.092
1940,6,0.027,0.13,0.083,0.092
1940,7,0.129,0.165,0.077,0.09
1940,8,0.07,0.171,0.079,0.09
1940,9,0.083,0.144,0.068,0.093
1940,10,0.06,0.128,0.055,0.099
1940,11,-0.045,0.125,0.053,0.106
1940,12,0.225,0.117,0.055,0.115
1941,1,0.001,0.198,0.055,0.126
1941,2,0.139,0.2,0.048,0.137
1941,3,-0.059,0.2,0.025,0.149
1941,4,-0.021,0.212,0.039,0.162
1941,5,0.022,0.217,0.041,0.175
1941,6,0.055,0.207,0.039,0.189
1941,7,0.128,0.228,0.068,0.189
1941,8,-0.008,0.234,0.058,0.189
1941,9,-0.199,0.217,0.069,0.189
1941,10,0.225,0.205,0.072,0.189
1941,11,-0.018,0.206,0.077,0.189
1941,12,0.201,0.205,0.076,0.189
1942,1,0.35,0.201,0.063,0.19
1942,2,0.016,0.202,0.058,0.19
1942,3,0.078,0.202,0.069,0.19
1942,4,0.013,0.209,0.052,0.19
1942,5,0.08,0.219,0.055,0.19
1942,6,0.041,0.208,0.047,0.191
1942,7,-0.023,0.23,0.015,0.191
1942,8,-0.068,0.238,0.024,0.191
1942,9,-0.069,0.221,0.014,0.191
1942,10,0.022,0.21,0.024,0.191
1942,11,0.014,0.206,0.025,0.191
1942,12,0.109,0.206,0.019,0.191
1943,1,-0.038,0.205,0.027,0.191
1943,2,0.131,0.203,0.041,0.191
1943,3,-0.045,0.203,0.048,0.19
1943,4,0.131,0.212,0.073,0.19
1943,5,0.089,0.218,0.087,0.19
1943,6,-0.028,0.209,0.1,0.19
1943,7,0.08,0.231,0.136,0.19
1943,8,0.098,0.235,0.146,0.19
1943,9,0.017,0.216,0.172,0.19
1943,10,0.321,0.205,0.176,0.19
1943,11,0.176,0.205,0.183,0.189
1943,12,0.271,0.205,0.194,0.19
1944,1,0.393,0.199,0.201,0.19
1944,2,0.251,0.202,0.211,0.19
1944,3,0.263,0.202,0.225,0.19
1944,4,0.179,0.211,0.222,0.191
1944,5,0.171,0.218,0.213,0.191
1944,6,0.105,0.21,0.202,0.192
1944,7,0.162,0.23,0.178,0.192
1944,8,0.217,0.237,0.156,0.192
1944,9,0.186,0.217,0.141,0.193
1944,10,0.286,0.209,0.144,0.193
1944,11,0.077,0.209,0.131,0.193
1944,12,0.133,0.208,0.123,0.193
1945,1,0.105,0.204,0.109,0.193
1945,2,-0.017,0.206,0.11,0.193
1945,3,0.087,0.205,0.103,0.193
1945,4,0.212,0.21,0.097,0.192
1945,5,0.014,0.22,0.091,0.191
1945,6,0.007,0.213,0.075,0.189
1945,7,-0.005,0.233,0.071,0.176
1945,8,0.23,0.237,0.069,0.163
1945,9,0.101,0.216,0.063,0.152
1945,10,0.219,0.2,0.052,0.141
1945,11,0.008,0.199,0.045,0.132
1945,12,-0.061,0.2,0.028,0.125
1946,1,0.058,0.152,0.022,0.119
1946,2,-0.048,0.146,-0.011,0.116
1946,3,0.025,0.145,-0.03,0.116
1946,4,0.072,0.154,-0.049,0.119
1946,5,-0.062,0.165,-0.056,0.123
1946,6,-0.2,0.153,-0.072,0.128
1946,7,-0.074,0.182,-0.076,0.127
1946,8,-0.165,0.189,-0.07,0.125
1946,9,-0.131,0.167,-0.062,0.125
1946,10,-0.016,0.154,-0.062,0.124
1946,11,-0.071,0.144,-0.062,0.124
1946,12,-0.252,0.14,-0.05,0.124
1947,1,0.006,0.141,-0.047,0.124
1947,2,0.025,0.133,-0.043,0.123
1947,3,0.119,0.134,-0.042,0.123
1947,4,0.074,0.151,-0.03,0.123
1947,5,-0.056,0.162,-0.018,0.123
1947,6,-0.054,0.155,-0.002,0.123
1947,7,-0.043,0.18,0.004,0.123
1947,8,-0.115,0.183,-0.011,0.123
1947,9,-0.114,0.163,-0.04,0.123
1947,10,0.12,0.148,-0.054,0.123
1947,11,0.07,0.146,-0.045,0.122
1947,12,-0.06,0.139,-0.038,0.122
1948,1,0.087,0.131,-0.043,0.121
1948,2,-0.164,0.132,-0.038,0.121
1948,3,-0.221,0.133,-0.042,0.12
1948,4,-0.094,0.146,-0.055,0.119
1948,5,0.049,0.155,-0.077,0.118
1948,6,0.03,0.148,-0.097,0.118
1948,7,-0.106,0.171,-0.096,0.116
1948,8,-0.057,0.17,-0.099,0.115
1948,9,-0.157,0.148,-0.088,0.113
1948,10,-0.035,0.138,-0.088,0.112
1948,11,-0.197,0.138,-0.099,0.11
1948,12,-0.296,0.131,-0.121,0.108
1949,1,0.089,0.119,-0.127,0.107
1949,2,-0.194,0.115,-0.131,0.105
1949,3,-0.084,0.115,-0.132,0.104
1949,4,-0.101,0.129,-0.131,0.102
1949,5,-0.081,0.142,-0.125,0.1
1949,6,-0.24,0.131,-0.105,0.098
1949,7,-0.168,0.156,-0.131,0.096
1949,8,-0.105,0.158,-0.142,0.095
1949,9,-0.167,0.134,-0.145,0.094
1949,10,-0.023,0.115,-0.153,0.093
1949,11,-0.126,0.111,-0.152,0.091
1949,12,-0.06,0.109,-0.134,0.09
1950,1,-0.218,0.107,-0.122,0.089
1950,2,-0.329,0.1,-0.128,0.087
1950,3,-0.118,0.096,-0.13,0.086
1950,4,-0.204,0.113,-0.142,0.085
1950,5,-0.067,0.121,-0.16,0.084
1950,6,-0.018,0.113,-0.17,0.082
1950,7,-0.023,0.134,-0.18,0.081
1950,8,-0.176,0.136,-0.186,0.08
1950,9,-0.197,0.116,-0.189,0.079
1950,10,-0.169,0.105,-0.174,0.078
1950,11,-0.339,0.1,-0.155,0.077
1950,12,-0.183,0.097,-0.142,0.076
1951,1,-0.333,0.088,-0.136,0.075
1951,2,-0.41,0.088,-0.106,0.074
1951,3,-0.147,0.084,-0.082,0.073
1951,4,-0.025,0.103,-0.05,0.073
1951,5,0.159,0.114,-0.022,0.072
1951,6,0.139,0.104,0.01,0.072
1951,7,0.043,0.129,0.054,0.072
