Year,Month,Abs_Temp
1970,3,13.074
1970,4,14.034
1970,5,14.937
1970,6,15.614
1970,7,15.904
1970,8,15.652
1970,9,15.265
1970,10,14.26
1970,11,13.17
1970,12,12.377
1971,1,12.162
1971,2,12.233
1971,3,12.82
1971,4,13.899000000000001
1971,5,14.870999999999999
1971,6,15.530000000000001
1971,7,15.825
1971,8,15.679
1971,9,15.136
1971,10,14.198
1971,11,13.144
1971,12,12.366
1972,1,11.96
1972,2,12.231
1972,3,13.047
1972,4,13.99
1972,5,14.998
1972,6,15.701
1972,7,15.899
1972,8,15.931
1972,9,15.202
1972,10,14.269
1972,11,13.23
1972,12,12.717
1973,1,12.461
1973,2,12.7
1973,3,13.243
1973,4,14.277000000000001
1973,5,15.203999999999999
1973,6,15.838000000000001
1973,7,15.986
1973,8,15.8
1973,9,15.206999999999999
1973,10,14.328
1973,11,13.244
1973,12,12.48
1974,1,12.055000000000001
1974,2,12.129999999999999
1974,3,12.927
1974,4,13.91
1974,5,14.914
1974,6,15.651
1974,7,15.873
1974,8,15.924
1974,9,15.129
1974,10,14.206
1974,11,13.152000000000001
1974,12,12.402000000000001
1975,1,12.267000000000001
1975,2,12.562
1975,3,13.189
1975,4,14.08
1975,5,15.152999999999999
1975,6,15.69
1975,7,15.878
1975,8,15.559
1975,9,15.141
1975,10,14.177
1975,11,13.01
1975,12,12.379
1976,1,12.193000000000001
1976,2,12.339
1976,3,12.818000000000001
1976,4,13.905000000000001
1976,5,14.687
1976,6,15.482000000000001
1976,7,15.876
1976,8,15.612
1976,9,15.147
1976,10,14.059
1976,11,13.196
1976,12,12.651
1977,1,12.539000000000001
1977,2,12.68
1977,3,13.25
1977,4,14.285
1977,5,15.331999999999999
1977,6,16.011
1977,7,16.159
1977,8,16.044
1977,9,15.264
1977,10,14.369
1977,11,13.417
1977,12,12.568
1978,1,12.359
1978,2,12.632
1978,3,13.247
1978,4,14.197000000000001
1978,5,15.123999999999999
1978,6,15.689
1978,7,16.019
1978,8,15.581
1978,9,15.298
1978,10,14.264
1978,11,13.381
1978,12,12.629
1979,1,12.415000000000001
1979,2,12.373
1979,3,13.24
1979,4,14.216000000000001
1979,5,15.017
1979,6,15.758000000000001
1979,7,15.969
1979,8,15.928
1979,9,15.461
1979,10,14.497
1979,11,13.501000000000001
1979,12,12.991
1980,1,12.609000000000002
1980,2,12.908
1980,3,13.425
1980,4,14.409
1980,5,15.373
1980,6,15.899000000000001
1980,7,16.283
1980,8,16.062
1980,9,15.389
1980,10,14.438
1980,11,13.511000000000001
1980,12,12.73
1981,1,12.812000000000001
1981,2,12.860999999999999
1981,3,13.508000000000001
1981,4,14.301
1981,5,15.222
1981,6,16.034
1981,7,16.308
1981,8,16.171
1981,9,15.406
1981,10,14.391
1981,11,13.43
1981,12,12.989
1982,1,12.355
1982,2,12.591
1982,3,13.037
1982,4,14.074
1982,5,15.138
1982,6,15.768
1982,7,16.066
1982,8,15.845
1982,9,15.322
1982,10,14.381
1982,11,13.322000000000001
1982,12,12.919
1983,1,12.704
1983,2,12.879
1983,3,13.411000000000001
1983,4,14.313
1983,5,15.328999999999999
1983,6,15.895
1983,7,16.09
1983,8,16.122
1983,9,15.586
1983,10,14.412
1983,11,13.486
1983,12,12.723
1984,1,12.516
1984,2,12.573
1984,3,13.339
1984,4,14.147
1984,5,15.327
1984,6,15.755
1984,7,15.975
1984,8,15.916
1984,9,15.397
1984,10,14.361
1984,11,13.215
1984,12,12.456000000000001
1985,1,12.520000000000001
1985,2,12.484
1985,3,13.226
1985,4,14.142000000000001
1985,5,15.149
1985,6,15.835
1985,7,15.915
1985,8,15.951
1985,9,15.331
1985,10,14.38
1985,11,13.299000000000001
1985,12,12.704
1986,1,12.469000000000001
1986,2,12.872
1986,3,13.318000000000001
1986,4,14.301
1986,5,15.224
1986,6,15.777000000000001
1986,7,16.041
1986,8,15.938
1986,9,15.273
1986,10,14.398
1986,11,13.31
1986,12,12.679
1987,1,12.579
1987,2,12.838
1987,3,13.270000000000001
1987,4,14.266
1987,5,15.259
1987,6,16.046
1987,7,16.37
1987,8,16.082
1987,9,15.533
1987,10,14.58
1987,11,13.437000000000001
1987,12,13.001000000000001
1988,1,12.790000000000001
1988,2,12.875
1988,3,13.517000000000001
1988,4,14.481
1988,5,15.392
1988,6,16.096
1988,7,16.257
1988,8,16.174
1988,9,15.578
1988,10,14.577
1988,11,13.292
1988,12,12.783000000000001
1989,1,12.298
1989,2,12.79
1989,3,13.357000000000001
1989,4,14.315000000000001
1989,5,15.065999999999999
1989,6,15.808
1989,7,16.255
1989,8,16.093
1989,9,15.533999999999999
1989,10,14.578
1989,11,13.369
1989,12,12.935
1990,1,12.653
1990,2,12.831
1990,3,13.794
1990,4,14.63
1990,5,15.498
1990,6,16.057
1990,7,16.394
1990,8,16.104
1990,9,15.495
1990,10,14.69
1990,11,13.620000000000001
1990,12,12.915000000000001
1991,1,12.672
1991,2,12.969999999999999
1991,3,13.447000000000001
1991,4,14.574
1991,5,15.381
1991,6,16.209
1991,7,16.444
1991,8,16.216
1991,9,15.641
1991,10,14.598
1991,11,13.524000000000001
1991,12,12.878
1992,1,12.732000000000001
1992,2,12.883
1992,3,13.519
1992,4,14.321
1992,5,15.291
1992,6,15.947000000000001
1992,7,16.063
1992,8,15.886
1992,9,15.17
1992,10,14.298
1992,11,13.24
1992,12,12.745000000000001
1993,1,12.629000000000001
1993,2,12.87
1993,3,13.433
1993,4,14.337
1993,5,15.291
1993,6,15.965
1993,7,16.203
1993,8,15.96
1993,9,15.388
1993,10,14.539
1993,11,13.35
1993,12,12.73
1994,1,12.538
1994,2,12.544
1994,3,13.417
1994,4,14.413
1994,5,15.298
1994,6,16.106
1994,7,16.225
1994,8,15.99
1994,9,15.511
1994,10,14.703
1994,11,13.662
1994,12,12.891
1995,1,12.753
1995,2,13.216
1995,3,13.530000000000001
1995,4,14.553
1995,5,15.327
1995,6,16.171
1995,7,16.47
1995,8,16.305
1995,9,15.584999999999999
1995,10,14.764
1995,11,13.691
1995,12,12.828000000000001
1996,1,12.562000000000001
1996,2,13.028
1996,3,13.5
1996,4,14.437000000000001
1996,5,15.267
1996,6,15.921000000000001
1996,7,16.289
1996,8,16.278
1996,9,15.472
1996,10,14.454
1996,11,13.655000000000001
1996,12,12.969000000000001
1997,1,12.605
1997,2,12.868
1997,3,13.613000000000001
1997,4,14.474
1997,5,15.375
1997,6,16.273
1997,7,16.33
1997,8,16.22
1997,9,15.754999999999999
1997,10,14.955
1997,11,13.935
1997,12,13.154
1998,1,12.888000000000002
1998,2,13.327
1998,3,13.729000000000001
1998,4,14.784
1998,5,15.709
1998,6,16.45
1998,7,16.652
1998,8,16.514
1998,9,15.687999999999999
1998,10,14.74
1998,11,13.72
1998,12,13.145
1999,1,12.737
1999,2,13.128
1999,3,13.447000000000001
1999,4,14.392000000000001
1999,5,15.289
1999,6,16.092
1999,7,16.329
1999,8,16.125
1999,9,15.655
1999,10,14.646
1999,11,13.625
1999,12,12.979000000000001
2000,1,12.557
2000,2,13.032
2000,3,13.620000000000001
2000,4,14.613
2000,5,15.353
2000,6,16.1
2000,7,16.317
2000,8,16.244
2000,9,15.648
2000,10,14.531
2000,11,13.574
2000,12,12.849
2001,1,12.748000000000001
2001,2,12.943999999999999
2001,3,13.661000000000001
2001,4,14.591000000000001
2001,5,15.546999999999999
2001,6,16.222
2001,7,16.506
2001,8,16.249
2001,9,15.74
2001,10,14.768
2001,11,13.946
2001,12,13.171000000000001
2002,1,13.006
2002,2,13.174
2002,3,13.997
2002,4,14.661000000000001
2002,5,15.635
2002,6,16.236
2002,7,16.545
2002,8,16.334
2002,9,15.879999999999999
2002,10,14.876
2002,11,13.822000000000001
2002,12,13.071
2003,1,13.041
2003,2,13.058
2003,3,13.652000000000001
2003,4,14.615
2003,5,15.61
2003,6,16.154
2003,7,16.495
2003,8,16.429
2003,9,15.883
2003,10,15.007
2003,11,13.771
2003,12,13.297
2004,1,12.889000000000001
2004,2,13.173
2004,3,13.698
2004,4,14.677
2004,5,15.368
2004,6,16.099
2004,7,16.183
2004,8,16.249
2004,9,15.741
2004,10,14.897
2004,11,13.932
2004,12,13.052
2005,1,13.030000000000001
2005,2,13.125
2005,3,13.834
2005,4,14.726
2005,5,15.642
2005,6,16.353
2005,7,16.542
2005,8,16.414
2005,9,15.943999999999999
2005,10,15.074
2005,11,13.962
2005,12,13.268
2006,1,12.876000000000001
2006,2,13.270999999999999
2006,3,13.757
2006,4,14.59
2006,5,15.497
2006,6,16.331
2006,7,16.419
2006,8,16.516
2006,9,15.829
2006,10,14.965
2006,11,13.954
2006,12,13.341000000000001
2007,1,13.227
2007,2,13.221
2007,3,13.755
2007,4,14.861
2007,5,15.667
2007,6,16.282
2007,7,16.58
2007,8,16.415
2007,9,15.81
2007,10,14.901
2007,11,13.838000000000001
2007,12,13.017000000000001
2008,1,12.538
2008,2,12.808
2008,3,13.746
2008,4,14.577
2008,5,15.506
2008,6,16.172
2008,7,16.506
2008,8,16.255
2008,9,15.871
2008,10,14.968
2008,11,13.905000000000001
2008,12,13.088000000000001
2009,1,12.943000000000001
2009,2,13.033
2009,3,13.579
2009,4,14.635
2009,5,15.616
2009,6,16.35
2009,7,16.715
2009,8,16.512
2009,9,15.937
2009,10,14.977
2009,11,14.030000000000001
2009,12,13.279
2010,1,13.06
2010,2,13.359
2010,3,13.992
2010,4,14.961
2010,5,15.763
2010,6,16.351
2010,7,16.549
2010,8,16.463
2010,9,15.876
2010,10,15.006
2010,11,14.019
2010,12,13.066
2011,1,12.846
2011,2,13.020999999999999
2011,3,13.76
2011,4,14.697000000000001
2011,5,15.527999999999999
2011,6,16.333000000000002
2011,7,16.721
2011,8,16.588
2011,9,15.796
2011,10,14.935
2011,11,13.807
2011,12,13.132
2012,1,12.709000000000001
2012,2,12.971
2012,3,13.588000000000001
2012,4,14.761000000000001
2012,5,15.76
2012,6,16.361
2012,7,16.522
2012,8,16.513
2012,9,15.974
2012,10,15.115
2012,11,14.05
2012,12,13.102
2013,1,12.967
2013,2,13.048
2013,3,13.747
2013,4,14.608
2013,5,15.616
2013,6,16.34
2013,7,16.526
2013,8,16.498
2013,9,15.985
2013,10,14.961
2013,11,14.067
2013,12,13.224
2014,1,13.018
2014,2,13.024
2014,3,13.831000000000001
2014,4,14.838000000000001
2014,5,15.838
2014,6,16.339
2014,7,16.523
2014,8,16.67
2014,9,16.131
2014,10,15.113
2014,11,13.869
2014,12,13.319
2015,1,13.095
2015,2,13.343
2015,3,13.971
2015,4,14.844000000000001
2015,5,15.799
2015,6,16.486
2015,7,16.683
2015,8,16.649
2015,9,16.095
2015,10,15.366
2015,11,14.27
2015,12,13.691
2016,1,13.491000000000001
2016,2,13.776
2016,3,14.383000000000001
2016,4,15.153
2016,5,15.987
2016,6,16.499
2016,7,16.788
2016,8,16.817
2016,9,16.127
2016,10,15.224
2016,11,14.205
2016,12,13.468
2017,1,13.322000000000001
2017,2,13.61
2017,3,14.258000000000001
2017,4,15.017
2017,5,15.921999999999999
2017,6,16.391000000000002
2017,7,16.758
2017,8,16.678
2017,9,15.991
2017,10,15.181000000000001
2017,11,14.091000000000001
2017,12,13.478
2018,1,13.111
2018,2,13.359
2018,3,13.978
2018,4,14.953000000000001
2018,5,15.789
2018,6,16.457
2018,7,16.748
2018,8,16.597
2018,9,16.006
2018,10,15.278
2018,11,14.049
2018,12,13.48
2019,1,13.194
2019,2,13.427
2019,3,14.274000000000001
2019,4,15.086
2019,5,15.865
2019,6,16.552
2019,7,16.894
2019,8,16.783
2019,9,16.144
2019,10,15.379999999999999
2019,11,14.252
2019,12,13.659
2020,1,13.435
2020,2,13.666
2020,3,14.23
2020,4,15.193000000000001
2020,5,15.972999999999999
2020,6,16.565
2020,7,16.871
2020,8,16.734
2020,9,16.203
2020,10,15.192
2020,11,14.323
2020,12,13.361
2021,1,13.128
2021,2,13.135
2021,3,13.914
2021,4,14.841000000000001
2021,5,15.793999999999999
2021,6,16.494
2021,7,16.848
2021,8,16.675
2021,9,16.188
2021,10,15.318999999999999
2021,11,14.174
2021,12,13.384
2022,1,13.174000000000001
2022,2,13.328
2022,3,14.124
2022,4,14.897
2022,5,15.822
2022,6,16.616
2022,7,16.858999999999998
2022,8,16.751
2022,9,16.108
2022,10,15.289
2022,11,13.96
2022,12,13.423
2023,1,13.164000000000001
2023,2,13.423
2023,3,14.319
2023,4,15.054
2023,5,15.942
2023,6,16.794
2023,7,17.194
2023,8,17.09
2023,9,16.739
2023,10,15.65
2023,11,14.642
2023,12,13.928
2024,1,13.544
2024,2,13.857
2024,3,14.414000000000001
2024,4,15.317
2024,5,16.148
